ad_id,image_path,ctr_score,halflife_days,censored,vertical,source,scraped_at,discontinuation_type
apify_b61f1ac083db,data\raw\gaming\apify_b61f1ac083db.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:41:37.030214,cut-out
apify_673674ef58fb,data\raw\gaming\apify_673674ef58fb.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:41:39.265053,cut-out
apify_60d30b426836,data\raw\gaming\apify_60d30b426836.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:41:40.919377,cut-out
apify_62a1ad217806,data\raw\gaming\apify_62a1ad217806.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:41:43.115041,cut-out
apify_d5501a9b2765,data\raw\gaming\apify_d5501a9b2765.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:41:44.697315,cut-out
apify_f19d8ff0ee06,data\raw\gaming\apify_f19d8ff0ee06.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:41:46.350840,cut-out
apify_e4542b6a4669,data\raw\gaming\apify_e4542b6a4669.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:41:48.376116,cut-out
apify_411460485604,data\raw\gaming\apify_411460485604.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:41:49.996253,cut-out
apify_4b5005b0c1b7,data\raw\gaming\apify_4b5005b0c1b7.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:41:51.753942,cut-out
apify_fbbe14b824fa,data\raw\gaming\apify_fbbe14b824fa.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:56:47.278484,cut-out
apify_7b58a6b50e13,data\raw\gaming\apify_7b58a6b50e13.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:56:49.211698,cut-out
apify_05101514d01c,data\raw\gaming\apify_05101514d01c.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:56:50.502438,cut-out
apify_16cb10267388,data\raw\gaming\apify_16cb10267388.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:56:52.487703,cut-out
apify_84429bec0488,data\raw\gaming\apify_84429bec0488.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:56:54.056061,cut-out
apify_a78f95e4c6fc,data\raw\gaming\apify_a78f95e4c6fc.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:56:56.830265,cut-out
apify_cbec40c77efe,data\raw\gaming\apify_cbec40c77efe.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:56:59.136784,cut-out
apify_e6a46401f241,data\raw\gaming\apify_e6a46401f241.jpg,0.0333,3.0,False,gaming,apify,2026-05-14T00:57:01.208053,cut-out
apify_54373f084201,data\raw\gaming\apify_54373f084201.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:03.210487,cut-out
apify_777e64b39804,data\raw\gaming\apify_777e64b39804.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:05.261371,cut-out
apify_c282128735fc,data\raw\gaming\apify_c282128735fc.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:07.577642,cut-out
apify_07c48a29101e,data\raw\gaming\apify_07c48a29101e.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:10.115544,cut-out
apify_7f78817e3d5e,data\raw\gaming\apify_7f78817e3d5e.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:11.647804,cut-out
apify_2a7561869169,data\raw\gaming\apify_2a7561869169.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:13.210145,cut-out
apify_036165ed0a47,data\raw\gaming\apify_036165ed0a47.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:14.610202,cut-out
apify_b80882f786ba,data\raw\gaming\apify_b80882f786ba.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:16.341593,cut-out
apify_c0fb6316fdb6,data\raw\gaming\apify_c0fb6316fdb6.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:18.997085,cut-out
apify_268ab6fd9029,data\raw\gaming\apify_268ab6fd9029.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:21.153456,cut-out
apify_1b400b10e236,data\raw\gaming\apify_1b400b10e236.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:23.567756,cut-out
apify_ca62f657457f,data\raw\gaming\apify_ca62f657457f.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:24.823674,cut-out
apify_10d5ff7e1f92,data\raw\gaming\apify_10d5ff7e1f92.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:26.883742,cut-out
apify_8ddabbe42152,data\raw\gaming\apify_8ddabbe42152.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:29.000427,cut-out
apify_3eadd3c52e9e,data\raw\gaming\apify_3eadd3c52e9e.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:31.157969,cut-out
apify_1804a558c194,data\raw\gaming\apify_1804a558c194.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:32.983237,cut-out
apify_3f8101ba4784,data\raw\gaming\apify_3f8101ba4784.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:35.170267,cut-out
apify_0c5657fb90d8,data\raw\gaming\apify_0c5657fb90d8.jpg,0.0444,4.0,False,gaming,apify,2026-05-14T00:57:37.419016,cut-out
apify_1673a4ab8e5c,data\raw\gaming\apify_1673a4ab8e5c.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:39.250186,cut-out
apify_2ac9232bd055,data\raw\gaming\apify_2ac9232bd055.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:41.838111,cut-out
apify_f39fe945acf6,data\raw\gaming\apify_f39fe945acf6.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:44.282149,cut-out
apify_daea476503f5,data\raw\gaming\apify_daea476503f5.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:45.727827,cut-out
apify_0f5962d9e719,data\raw\gaming\apify_0f5962d9e719.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:47.581498,cut-out
apify_bb42e096f665,data\raw\gaming\apify_bb42e096f665.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:49.755307,cut-out
apify_e620a6901bfd,data\raw\gaming\apify_e620a6901bfd.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:51.685736,cut-out
apify_47a1989dc5b3,data\raw\gaming\apify_47a1989dc5b3.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:53.663840,cut-out
apify_30f0188e93be,data\raw\gaming\apify_30f0188e93be.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:55.858551,cut-out
apify_b6a6b4458ff5,data\raw\gaming\apify_b6a6b4458ff5.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:57.364403,cut-out
apify_c64bc1c532db,data\raw\gaming\apify_c64bc1c532db.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:57:59.135024,cut-out
apify_9d0340e598de,data\raw\gaming\apify_9d0340e598de.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:00.719196,cut-out
apify_cd0bd81a7274,data\raw\gaming\apify_cd0bd81a7274.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:02.625427,cut-out
apify_7dfc53c6791f,data\raw\gaming\apify_7dfc53c6791f.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:04.566554,cut-out
apify_880b497050ce,data\raw\gaming\apify_880b497050ce.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:06.712227,cut-out
apify_44a3ae732995,data\raw\gaming\apify_44a3ae732995.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:08.989247,cut-out
apify_84e0f34b80f1,data\raw\gaming\apify_84e0f34b80f1.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:10.548124,cut-out
apify_0c323691a036,data\raw\gaming\apify_0c323691a036.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:12.985737,cut-out
apify_b716c3699403,data\raw\gaming\apify_b716c3699403.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:14.726816,cut-out
apify_1b41ef4e928b,data\raw\gaming\apify_1b41ef4e928b.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:16.810806,cut-out
apify_1496fda1ad06,data\raw\gaming\apify_1496fda1ad06.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:18.167688,cut-out
apify_38f1389ef187,data\raw\gaming\apify_38f1389ef187.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:20.001468,cut-out
apify_4219a03cd541,data\raw\gaming\apify_4219a03cd541.jpg,0.0333,3.0,False,gaming,apify,2026-05-14T00:58:21.785587,cut-out
apify_b9b45ac1a1f9,data\raw\gaming\apify_b9b45ac1a1f9.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:24.023700,cut-out
apify_eb921a59021e,data\raw\gaming\apify_eb921a59021e.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:25.783986,cut-out
apify_d7f9835fb6f6,data\raw\gaming\apify_d7f9835fb6f6.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:27.639783,cut-out
apify_0104bf92ce98,data\raw\gaming\apify_0104bf92ce98.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:58:29.908019,cut-out
apify_6e1baa7e261e,data\raw\gaming\apify_6e1baa7e261e.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:31.781537,cut-out
apify_8b39aa04a881,data\raw\gaming\apify_8b39aa04a881.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:33.423695,cut-out
apify_3fec88fd9ee4,data\raw\gaming\apify_3fec88fd9ee4.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:35.656551,cut-out
apify_3d2315920ff9,data\raw\gaming\apify_3d2315920ff9.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:36.882593,cut-out
apify_d0ec1357490e,data\raw\gaming\apify_d0ec1357490e.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:58:38.994727,cut-out
apify_300cc412f47b,data\raw\gaming\apify_300cc412f47b.jpg,0.0444,4.0,False,gaming,apify,2026-05-14T00:58:41.262868,cut-out
apify_8a30bcf1aa63,data\raw\gaming\apify_8a30bcf1aa63.jpg,0.6111,55.0,False,gaming,apify,2026-05-14T00:58:43.384612,wear-out
apify_000bd10ab4d9,data\raw\gaming\apify_000bd10ab4d9.jpg,0.1222,11.0,False,gaming,apify,2026-05-14T00:58:45.827975,wear-out
apify_65b531f571ff,data\raw\gaming\apify_65b531f571ff.jpg,0.1222,11.0,False,gaming,apify,2026-05-14T00:58:52.300450,wear-out
apify_6379659b7ee6,data\raw\other\apify_6379659b7ee6.jpg,0.0667,6.0,False,other,apify,2026-05-14T00:58:54.896726,cut-out
apify_138acc869879,data\raw\gaming\apify_138acc869879.jpg,0.9667,87.0,False,gaming,apify,2026-05-14T00:58:58.106178,wear-out
apify_5019b49ceae6,data\raw\gaming\apify_5019b49ceae6.jpg,0.5,45.0,False,gaming,apify,2026-05-14T00:58:59.736594,wear-out
apify_c154473cae2d,data\raw\other\apify_c154473cae2d.jpg,0.0667,6.0,False,other,apify,2026-05-14T00:59:01.287525,cut-out
apify_ce04a36f2fb1,data\raw\other\apify_ce04a36f2fb1.jpg,0.6667,60.0,False,other,apify,2026-05-14T00:59:03.773208,wear-out
apify_64cace870ce4,data\raw\gaming\apify_64cace870ce4.jpg,0.6222,56.0,False,gaming,apify,2026-05-14T00:59:09.732143,wear-out
apify_259567c0c5f2,data\raw\other\apify_259567c0c5f2.jpg,0.1444,13.0,False,other,apify,2026-05-14T00:59:11.722723,wear-out
apify_158abb00a203,data\raw\other\apify_158abb00a203.jpg,0.1444,13.0,False,other,apify,2026-05-14T00:59:14.040729,wear-out
apify_81e2fba730bf,data\raw\gaming\apify_81e2fba730bf.jpg,0.4667,42.0,False,gaming,apify,2026-05-14T00:59:16.120448,wear-out
apify_805afaaa9f28,data\raw\gaming\apify_805afaaa9f28.jpg,0.3667,33.0,False,gaming,apify,2026-05-14T00:59:17.936131,wear-out
apify_b17a8618d012,data\raw\gaming\apify_b17a8618d012.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T00:59:20.334999,wear-out
apify_a357c1719745,data\raw\other\apify_a357c1719745.jpg,0.0333,3.0,False,other,apify,2026-05-14T00:59:22.453119,cut-out
apify_f6aab2ce3d8b,data\raw\ecommerce\apify_f6aab2ce3d8b.jpg,0.2111,19.0,False,ecommerce,apify,2026-05-14T00:59:26.692652,wear-out
apify_71333a7f685f,data\raw\gaming\apify_71333a7f685f.jpg,0.4667,42.0,False,gaming,apify,2026-05-14T00:59:28.752197,wear-out
apify_9dd9fe9449b0,data\raw\gaming\apify_9dd9fe9449b0.jpg,0.6889,62.0,False,gaming,apify,2026-05-14T00:59:31.187346,wear-out
apify_2e5bcf03bbf6,data\raw\other\apify_2e5bcf03bbf6.jpg,0.3556,32.0,False,other,apify,2026-05-14T00:59:33.570312,wear-out
apify_183cf0af5dc3,data\raw\gaming\apify_183cf0af5dc3.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:59:35.927670,cut-out
apify_63ada167fc9a,data\raw\gaming\apify_63ada167fc9a.jpg,0.5889,53.0,False,gaming,apify,2026-05-14T00:59:40.414534,wear-out
apify_0e5ef0dd31cc,data\raw\other\apify_0e5ef0dd31cc.jpg,0.0556,5.0,False,other,apify,2026-05-14T00:59:42.940115,cut-out
apify_99d8136a8aa8,data\raw\gaming\apify_99d8136a8aa8.jpg,0.5778,52.0,False,gaming,apify,2026-05-14T00:59:45.058218,wear-out
apify_15122bbcc10f,data\raw\gaming\apify_15122bbcc10f.jpg,0.2333,21.0,False,gaming,apify,2026-05-14T00:59:47.015727,wear-out
apify_550b47bd7313,data\raw\gaming\apify_550b47bd7313.jpg,0.4,36.0,False,gaming,apify,2026-05-14T00:59:48.815628,wear-out
apify_319e03df1ca4,data\raw\gaming\apify_319e03df1ca4.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:59:50.496418,cut-out
apify_ef68e2c41aad,data\raw\other\apify_ef68e2c41aad.jpg,0.7222,65.0,False,other,apify,2026-05-14T00:59:52.610970,wear-out
apify_6fa5b4ac40a1,data\raw\gaming\apify_6fa5b4ac40a1.jpg,0.4333,39.0,False,gaming,apify,2026-05-14T00:59:54.858913,wear-out
apify_20a44ce5dec2,data\raw\gaming\apify_20a44ce5dec2.jpg,0.1889,17.0,False,gaming,apify,2026-05-14T00:59:58.096528,wear-out
apify_e09f031d0fb1,data\raw\gaming\apify_e09f031d0fb1.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T01:00:00.436498,cut-out
apify_60f085c0c403,data\raw\gaming\apify_60f085c0c403.jpg,0.4,36.0,False,gaming,apify,2026-05-14T01:00:02.485977,wear-out
apify_a1fdb896934a,data\raw\gaming\apify_a1fdb896934a.jpg,0.4222,38.0,False,gaming,apify,2026-05-14T01:00:04.394639,wear-out
apify_0631d0c6aa6f,data\raw\gaming\apify_0631d0c6aa6f.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T01:00:07.164449,cut-out
apify_210bdf943bf2,data\raw\gaming\apify_210bdf943bf2.jpg,0.1222,11.0,False,gaming,apify,2026-05-14T01:00:09.053590,wear-out
apify_59176fc38e65,data\raw\gaming\apify_59176fc38e65.jpg,0.4778,43.0,False,gaming,apify,2026-05-14T01:00:11.107466,wear-out
apify_d1c2870a3ba3,data\raw\gaming\apify_d1c2870a3ba3.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T01:00:12.799395,cut-out
apify_1931b46accc5,data\raw\gaming\apify_1931b46accc5.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T01:00:15.517768,cut-out
apify_aafdbca649fb,data\raw\gaming\apify_aafdbca649fb.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T01:00:18.096802,cut-out
apify_3eabb8e91a57,data\raw\gaming\apify_3eabb8e91a57.jpg,0.1111,10.0,False,gaming,apify,2026-05-14T01:00:20.253877,wear-out
apify_a0d7731d13ec,data\raw\other\apify_a0d7731d13ec.jpg,0.2556,23.0,False,other,apify,2026-05-14T01:00:22.900181,wear-out
apify_fa4a1becd2fb,data\raw\gaming\apify_fa4a1becd2fb.jpg,0.6,54.0,False,gaming,apify,2026-05-14T01:00:26.270146,wear-out
apify_6390eca2056a,data\raw\gaming\apify_6390eca2056a.jpg,0.1444,13.0,False,gaming,apify,2026-05-14T01:00:28.893268,wear-out
apify_5d63b8a3993c,data\raw\gaming\apify_5d63b8a3993c.jpg,0.0333,3.0,False,gaming,apify,2026-05-14T01:00:31.358009,cut-out
apify_1a8b5cb13896,data\raw\gaming\apify_1a8b5cb13896.jpg,0.3111,28.0,False,gaming,apify,2026-05-14T01:00:33.417564,wear-out
apify_ffc249b6b26e,data\raw\gaming\apify_ffc249b6b26e.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T01:00:35.504169,cut-out
apify_22885cd79f6f,data\raw\other\apify_22885cd79f6f.jpg,0.7889,71.0,False,other,apify,2026-05-14T01:00:37.420676,wear-out
apify_d822b79ddcbd,data\raw\other\apify_d822b79ddcbd.jpg,0.3778,34.0,False,other,apify,2026-05-14T01:00:39.372339,wear-out
apify_0789448a9c6b,data\raw\gaming\apify_0789448a9c6b.jpg,0.0333,3.0,False,gaming,apify,2026-05-14T01:00:40.954677,cut-out
apify_e57c4a8f558c,data\raw\gaming\apify_e57c4a8f558c.jpg,0.1667,15.0,False,gaming,apify,2026-05-14T01:00:43.016970,wear-out
apify_8157af40aa52,data\raw\gaming\apify_8157af40aa52.jpg,0.4222,38.0,False,gaming,apify,2026-05-14T01:00:45.096324,wear-out
apify_41f73b299bff,data\raw\gaming\apify_41f73b299bff.jpg,0.1111,10.0,False,gaming,apify,2026-05-14T01:00:46.888379,wear-out
apify_7679d1d0efaa,data\raw\other\apify_7679d1d0efaa.jpg,0.3556,32.0,False,other,apify,2026-05-14T01:00:48.956533,wear-out
apify_f535eb1f3dc2,data\raw\other\apify_f535eb1f3dc2.jpg,0.0778,7.0,False,other,apify,2026-05-14T01:00:51.587560,wear-out
apify_5059cf904fc2,data\raw\gaming\apify_5059cf904fc2.jpg,0.3667,33.0,False,gaming,apify,2026-05-14T01:00:54.001713,wear-out
apify_36c85c31a1c3,data\raw\gaming\apify_36c85c31a1c3.jpg,0.2889,26.0,False,gaming,apify,2026-05-14T01:00:55.773065,wear-out
apify_a8618ff95605,data\raw\gaming\apify_a8618ff95605.jpg,0.2333,21.0,False,gaming,apify,2026-05-14T01:01:00.558981,wear-out
apify_5f6f3a2d5f21,data\raw\gaming\apify_5f6f3a2d5f21.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T01:01:02.304846,cut-out
apify_2061d214a1b5,data\raw\other\apify_2061d214a1b5.jpg,0.2111,19.0,False,other,apify,2026-05-14T01:01:05.177086,wear-out
apify_217ebcf08771,data\raw\gaming\apify_217ebcf08771.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T01:01:11.701510,wear-out
apify_59a131549ea5,data\raw\gaming\apify_59a131549ea5.jpg,0.2444,22.0,False,gaming,apify,2026-05-14T01:01:14.399120,wear-out
apify_db4ae9799dca,data\raw\gaming\apify_db4ae9799dca.jpg,0.2444,22.0,False,gaming,apify,2026-05-14T01:01:15.971587,wear-out
apify_f0f9f9ca54ee,data\raw\gaming\apify_f0f9f9ca54ee.jpg,0.1667,15.0,False,gaming,apify,2026-05-14T01:01:18.186084,wear-out
apify_df00fe574cd3,data\raw\gaming\apify_df00fe574cd3.jpg,0.3,27.0,False,gaming,apify,2026-05-14T01:01:21.981378,wear-out
apify_31740b2285b2,data\raw\other\apify_31740b2285b2.jpg,0.0556,5.0,False,other,apify,2026-05-14T01:01:23.972364,cut-out
apify_230de09f14e6,data\raw\gaming\apify_230de09f14e6.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T01:01:26.072096,cut-out
apify_766c059787d8,data\raw\gaming\apify_766c059787d8.jpg,0.3444,31.0,False,gaming,apify,2026-05-14T01:01:28.136580,wear-out
apify_12018730ce16,data\raw\gaming\apify_12018730ce16.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T01:01:30.627338,cut-out
apify_80449f52528b,data\raw\gaming\apify_80449f52528b.jpg,0.1778,16.0,False,gaming,apify,2026-05-14T01:01:32.706774,wear-out
apify_3fe4e515e607,data\raw\other\apify_3fe4e515e607.jpg,0.0778,7.0,False,other,apify,2026-05-14T01:01:34.869964,wear-out
apify_97bc01c16d14,data\raw\gaming\apify_97bc01c16d14.jpg,0.1556,14.0,False,gaming,apify,2026-05-14T01:01:37.892147,wear-out
apify_8cd470274cc3,data\raw\gaming\apify_8cd470274cc3.jpg,0.4667,42.0,False,gaming,apify,2026-05-14T01:01:39.906206,wear-out
apify_a9f6eb3f52a6,data\raw\other\apify_a9f6eb3f52a6.jpg,0.0444,4.0,False,other,apify,2026-05-14T01:01:42.486801,cut-out
apify_0f9efb56b121,data\raw\other\apify_0f9efb56b121.jpg,0.3111,28.0,False,other,apify,2026-05-14T01:01:44.620681,wear-out
apify_b74f3832a537,data\raw\gaming\apify_b74f3832a537.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T01:01:46.244810,cut-out
apify_9e2299378a17,data\raw\gaming\apify_9e2299378a17.jpg,0.2333,21.0,False,gaming,apify,2026-05-14T01:01:48.017532,wear-out
apify_39f84cbbc090,data\raw\gaming\apify_39f84cbbc090.jpg,0.3889,35.0,False,gaming,apify,2026-05-14T01:01:50.702795,wear-out
apify_05e9a9e964d0,data\raw\gaming\apify_05e9a9e964d0.jpg,0.9111,82.0,False,gaming,apify,2026-05-14T01:01:53.297988,wear-out
apify_2802231f2b46,data\raw\other\apify_2802231f2b46.jpg,0.7889,71.0,False,other,apify,2026-05-14T01:01:55.378984,wear-out
apify_4293d1b6467e,data\raw\gaming\apify_4293d1b6467e.jpg,0.5222,47.0,False,gaming,apify,2026-05-14T01:01:57.377709,wear-out
apify_76d8db04c83c,data\raw\other\apify_76d8db04c83c.jpg,0.0556,5.0,False,other,apify,2026-05-14T01:01:59.755795,cut-out
apify_1b6018ddfb52,data\raw\gaming\apify_1b6018ddfb52.jpg,0.3111,28.0,False,gaming,apify,2026-05-14T01:02:01.985285,wear-out
apify_927c49b7bee6,data\raw\other\apify_927c49b7bee6.jpg,0.5333,48.0,False,other,apify,2026-05-14T01:02:03.740340,wear-out
apify_8168a7eb67a6,data\raw\gaming\apify_8168a7eb67a6.jpg,0.1222,11.0,False,gaming,apify,2026-05-14T01:02:05.650420,wear-out
apify_c805618f5ffe,data\raw\gaming\apify_c805618f5ffe.jpg,0.0333,3.0,False,gaming,apify,2026-05-14T01:02:07.880316,cut-out
apify_eeb5ef342e0b,data\raw\gaming\apify_eeb5ef342e0b.jpg,0.1889,17.0,False,gaming,apify,2026-05-14T01:02:10.543750,wear-out
apify_d712cdf2a93c,data\raw\gaming\apify_d712cdf2a93c.jpg,0.2,18.0,False,gaming,apify,2026-05-14T01:02:12.616454,wear-out
apify_71b15ec32a16,data\raw\gaming\apify_71b15ec32a16.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T01:02:15.109810,cut-out
apify_6af76407fc73,data\raw\gaming\apify_6af76407fc73.jpg,0.9778,88.0,False,gaming,apify,2026-05-14T01:02:17.157417,wear-out
apify_a85031cb5076,data\raw\gaming\apify_a85031cb5076.jpg,0.0889,8.0,False,gaming,apify,2026-05-14T01:02:18.805509,wear-out
apify_38b9eb9ee7de,data\raw\gaming\apify_38b9eb9ee7de.jpg,0.0333,3.0,False,gaming,apify,2026-05-14T01:02:23.282358,cut-out
apify_35639d4372ef,data\raw\gaming\apify_35639d4372ef.jpg,0.0444,4.0,False,gaming,apify,2026-05-14T01:02:25.078705,cut-out
apify_50492ba4ff55,data\raw\gaming\apify_50492ba4ff55.jpg,0.5111,46.0,False,gaming,apify,2026-05-14T01:02:27.468374,wear-out
apify_a08e11a1e423,data\raw\other\apify_a08e11a1e423.jpg,0.7111,64.0,False,other,apify,2026-05-14T01:02:29.584456,wear-out
apify_c98ee3fe996f,data\raw\gaming\apify_c98ee3fe996f.jpg,0.3,27.0,False,gaming,apify,2026-05-14T01:02:31.173453,wear-out
apify_4a7f0ae0a98e,data\raw\gaming\apify_4a7f0ae0a98e.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T01:02:32.920061,cut-out
apify_7a7a58a225b7,data\raw\gaming\apify_7a7a58a225b7.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T01:02:35.565111,cut-out
apify_bf4cf12d05b7,data\raw\gaming\apify_bf4cf12d05b7.jpg,0.3667,33.0,False,gaming,apify,2026-05-14T01:02:37.635109,wear-out
apify_dfd42aa323c4,data\raw\gaming\apify_dfd42aa323c4.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T01:02:40.169477,cut-out
apify_38428aeb9a54,data\raw\gaming\apify_38428aeb9a54.jpg,0.0444,4.0,False,gaming,apify,2026-05-14T01:02:42.668680,cut-out
apify_a100b1a55bcc,data\raw\other\apify_a100b1a55bcc.jpg,0.5444,49.0,False,other,apify,2026-05-14T01:02:44.437216,wear-out
apify_fd325d25cf64,data\raw\gaming\apify_fd325d25cf64.jpg,0.2778,25.0,False,gaming,apify,2026-05-14T01:02:47.214701,wear-out
apify_8fe4a1a2d7da,data\raw\gaming\apify_8fe4a1a2d7da.jpg,0.0889,8.0,False,gaming,apify,2026-05-14T01:02:48.768233,wear-out
apify_3d032e419c6c,data\raw\gaming\apify_3d032e419c6c.jpg,0.2333,21.0,False,gaming,apify,2026-05-14T01:02:51.223260,wear-out
apify_94b80fc89635,data\raw\other\apify_94b80fc89635.jpg,0.2667,24.0,False,other,apify,2026-05-14T01:02:52.927810,wear-out
apify_3b1b0c11f867,data\raw\gaming\apify_3b1b0c11f867.jpg,0.0444,4.0,False,gaming,apify,2026-05-14T01:02:55.409676,cut-out
apify_7bcd78c4cbad,data\raw\gaming\apify_7bcd78c4cbad.jpg,0.3889,35.0,False,gaming,apify,2026-05-14T01:02:57.804309,wear-out
apify_d9d52faecaff,data\raw\other\apify_d9d52faecaff.jpg,0.3333,30.0,False,other,apify,2026-05-14T01:03:03.072005,wear-out
apify_9bb782d7c08c,data\raw\other\apify_9bb782d7c08c.jpg,0.0333,3.0,False,other,apify,2026-05-14T01:03:04.909323,cut-out
apify_3adfb32428fe,data\raw\other\apify_3adfb32428fe.jpg,0.5667,51.0,False,other,apify,2026-05-14T01:03:07.163784,wear-out
apify_cd988e1a4ae8,data\raw\gaming\apify_cd988e1a4ae8.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T01:03:11.477033,cut-out
apify_139b89ce5f7b,data\raw\gaming\apify_139b89ce5f7b.jpg,0.2444,22.0,False,gaming,apify,2026-05-14T01:03:15.592170,wear-out
apify_3e24c7834cbd,data\raw\gaming\apify_3e24c7834cbd.jpg,0.0444,4.0,False,gaming,apify,2026-05-14T01:03:17.703531,cut-out
apify_fa035abac0bc,data\raw\other\apify_fa035abac0bc.jpg,0.0556,5.0,False,other,apify,2026-05-14T01:03:19.988593,cut-out
apify_a0230ca97e18,data\raw\gaming\apify_a0230ca97e18.jpg,0.3556,32.0,False,gaming,apify,2026-05-14T01:03:21.664600,wear-out
apify_6e4b78c70883,data\raw\other\apify_6e4b78c70883.jpg,0.0333,3.0,False,other,apify,2026-05-14T01:03:25.894567,cut-out
apify_3d49186779bd,data\raw\other\apify_3d49186779bd.jpg,0.0556,5.0,False,other,apify,2026-05-14T01:03:28.021748,cut-out
