ad_id,image_path,ctr_score,halflife_days,censored,vertical,source,scraped_at,discontinuation_type,is_censored
synthetic_971ab3894d0b,data\synthetic\ecommerce\synthetic_971ab3894d0b.jpg,0.1559,14.03,False,ecommerce,synthetic,2026-05-14T05:17:11.801673,wear-out,0
synthetic_4e5e64d52571,data\synthetic\finance\synthetic_4e5e64d52571.jpg,0.1428,12.85,False,finance,synthetic,2026-05-14T05:17:11.847983,wear-out,0
synthetic_37ba12c9ea75,data\synthetic\gaming\synthetic_37ba12c9ea75.jpg,0.0984,8.86,False,gaming,synthetic,2026-05-14T05:17:11.948207,wear-out,0
synthetic_3aa1bae7aa7e,data\synthetic\ecommerce\synthetic_3aa1bae7aa7e.jpg,0.1927,17.34,False,ecommerce,synthetic,2026-05-14T05:17:12.188377,wear-out,0
synthetic_b7c25d844280,data\synthetic\ecommerce\synthetic_b7c25d844280.jpg,0.0657,5.91,False,ecommerce,synthetic,2026-05-14T05:17:12.410720,cut-out,0
synthetic_0a2a866a0f7b,data\synthetic\finance\synthetic_0a2a866a0f7b.jpg,0.1043,9.39,False,finance,synthetic,2026-05-14T05:17:12.604300,wear-out,0
synthetic_d8ac637816e7,data\synthetic\finance\synthetic_d8ac637816e7.jpg,0.0824,7.42,False,finance,synthetic,2026-05-14T05:17:12.795765,wear-out,0
synthetic_cbb0b0838912,data\synthetic\gaming\synthetic_cbb0b0838912.jpg,0.1247,11.22,False,gaming,synthetic,2026-05-14T05:17:12.884654,wear-out,0
synthetic_93aee07c623e,data\synthetic\ecommerce\synthetic_93aee07c623e.jpg,0.1549,13.94,False,ecommerce,synthetic,2026-05-14T05:17:13.156642,wear-out,0
synthetic_4aa20a12e049,data\synthetic\gaming\synthetic_4aa20a12e049.jpg,0.0899,8.09,False,gaming,synthetic,2026-05-14T05:17:13.199166,wear-out,0
synthetic_fa4549a0f3c1,data\synthetic\ecommerce\synthetic_fa4549a0f3c1.jpg,0.1339,12.05,False,ecommerce,synthetic,2026-05-14T05:17:13.505068,wear-out,0
synthetic_11997b6c0477,data\synthetic\finance\synthetic_11997b6c0477.jpg,0.0728,6.55,False,finance,synthetic,2026-05-14T05:17:13.553156,cut-out,0
apify_25dc34980041,data\raw\ecommerce\apify_25dc34980041.jpg,0.0778,7.0,False,ecommerce,apify,2026-05-14T05:17:13.680322,wear-out,0
synthetic_dacef40f5b74,data\synthetic\ecommerce\synthetic_dacef40f5b74.jpg,0.0707,6.36,False,ecommerce,synthetic,2026-05-14T05:17:13.842971,cut-out,0
synthetic_8fa2b7c4b97e,data\synthetic\gaming\synthetic_8fa2b7c4b97e.jpg,0.0311,2.8,False,gaming,synthetic,2026-05-14T05:17:13.884518,cut-out,0
synthetic_88ea2da97171,data\synthetic\finance\synthetic_88ea2da97171.jpg,0.1254,11.29,False,finance,synthetic,2026-05-14T05:17:13.922702,wear-out,0
synthetic_53bc84f710b1,data\synthetic\finance\synthetic_53bc84f710b1.jpg,0.0629,5.66,False,finance,synthetic,2026-05-14T05:17:14.130125,cut-out,0
synthetic_fcfb1d93b608,data\synthetic\ecommerce\synthetic_fcfb1d93b608.jpg,0.198,17.82,False,ecommerce,synthetic,2026-05-14T05:17:14.196679,wear-out,0
synthetic_3d513a82d1b4,data\synthetic\ecommerce\synthetic_3d513a82d1b4.jpg,0.1453,13.08,False,ecommerce,synthetic,2026-05-14T05:17:14.513729,wear-out,0
synthetic_8c959d553ecc,data\synthetic\finance\synthetic_8c959d553ecc.jpg,0.1084,9.76,False,finance,synthetic,2026-05-14T05:17:14.787727,wear-out,0
synthetic_e0afb238d218,data\synthetic\finance\synthetic_e0afb238d218.jpg,0.0396,3.56,False,finance,synthetic,2026-05-14T05:17:14.832038,cut-out,0
synthetic_e95bfb069e16,data\synthetic\finance\synthetic_e95bfb069e16.jpg,0.0244,2.2,False,finance,synthetic,2026-05-14T05:17:14.878580,cut-out,0
synthetic_0d1c8d693f07,data\synthetic\finance\synthetic_0d1c8d693f07.jpg,0.103,9.27,False,finance,synthetic,2026-05-14T05:17:14.962175,wear-out,0
synthetic_bfc5fa78e59f,data\synthetic\finance\synthetic_bfc5fa78e59f.jpg,0.0931,8.38,False,finance,synthetic,2026-05-14T05:17:15.021233,wear-out,0
synthetic_e3c8a7c80b59,data\synthetic\finance\synthetic_e3c8a7c80b59.jpg,0.0649,5.84,False,finance,synthetic,2026-05-14T05:17:15.138573,cut-out,0
synthetic_308e88f19b6e,data\synthetic\ecommerce\synthetic_308e88f19b6e.jpg,0.0937,8.43,False,ecommerce,synthetic,2026-05-14T05:17:15.175847,wear-out,0
synthetic_0443c0fbd7de,data\synthetic\finance\synthetic_0443c0fbd7de.jpg,0.1262,11.36,False,finance,synthetic,2026-05-14T05:17:15.217848,wear-out,0
synthetic_313eba4146dd,data\synthetic\gaming\synthetic_313eba4146dd.jpg,0.1999,17.99,False,gaming,synthetic,2026-05-14T05:17:15.252850,wear-out,0
synthetic_5c7a6df276ae,data\synthetic\ecommerce\synthetic_5c7a6df276ae.jpg,0.0624,5.62,False,ecommerce,synthetic,2026-05-14T05:17:15.436711,cut-out,0
synthetic_d7a2d5ee7a93,data\synthetic\finance\synthetic_d7a2d5ee7a93.jpg,0.0419,3.77,False,finance,synthetic,2026-05-14T05:17:15.490273,cut-out,0
synthetic_84334471cabc,data\synthetic\finance\synthetic_84334471cabc.jpg,0.1238,11.14,False,finance,synthetic,2026-05-14T05:17:15.570813,wear-out,0
synthetic_bc4372746f4b,data\synthetic\ecommerce\synthetic_bc4372746f4b.jpg,0.1924,17.32,False,ecommerce,synthetic,2026-05-14T05:17:15.625584,wear-out,0
synthetic_78b15d3a5b54,data\synthetic\finance\synthetic_78b15d3a5b54.jpg,0.183,16.47,False,finance,synthetic,2026-05-14T05:17:15.723079,wear-out,0
synthetic_9a124ec18892,data\synthetic\gaming\synthetic_9a124ec18892.jpg,0.1138,10.24,False,gaming,synthetic,2026-05-14T05:17:15.759117,wear-out,0
synthetic_89a69357e26a,data\synthetic\gaming\synthetic_89a69357e26a.jpg,0.1537,13.83,False,gaming,synthetic,2026-05-14T05:17:15.809665,wear-out,0
synthetic_c0d26fd9d247,data\synthetic\finance\synthetic_c0d26fd9d247.jpg,0.1074,9.67,False,finance,synthetic,2026-05-14T05:17:15.917654,wear-out,0
synthetic_06a357556832,data\synthetic\ecommerce\synthetic_06a357556832.jpg,0.0683,6.15,False,ecommerce,synthetic,2026-05-14T05:17:16.093608,cut-out,0
synthetic_7681ff7689ee,data\synthetic\ecommerce\synthetic_7681ff7689ee.jpg,0.0928,8.35,False,ecommerce,synthetic,2026-05-14T05:17:16.321097,wear-out,0
synthetic_8782c9baa926,data\synthetic\finance\synthetic_8782c9baa926.jpg,0.0933,8.4,False,finance,synthetic,2026-05-14T05:17:16.362101,wear-out,0
apify_e72419389c3b,data\raw\ecommerce\apify_e72419389c3b.jpg,0.5111,46.0,False,ecommerce,apify,2026-05-14T05:17:16.379648,wear-out,0
synthetic_13fc4b417397,data\synthetic\finance\synthetic_13fc4b417397.jpg,0.1512,13.61,False,finance,synthetic,2026-05-14T05:17:16.518220,wear-out,0
synthetic_01bdf0559238,data\synthetic\ecommerce\synthetic_01bdf0559238.jpg,0.1628,14.65,False,ecommerce,synthetic,2026-05-14T05:17:16.581356,wear-out,0
synthetic_35ec46cdf225,data\synthetic\finance\synthetic_35ec46cdf225.jpg,0.0679,6.11,False,finance,synthetic,2026-05-14T05:17:16.621933,cut-out,0
synthetic_5d58e3afabd6,data\synthetic\finance\synthetic_5d58e3afabd6.jpg,0.1094,9.85,False,finance,synthetic,2026-05-14T05:17:16.684039,wear-out,0
synthetic_1f90c33742d0,data\synthetic\gaming\synthetic_1f90c33742d0.jpg,0.1037,9.33,False,gaming,synthetic,2026-05-14T05:17:16.724040,wear-out,0
synthetic_20df9af85408,data\synthetic\gaming\synthetic_20df9af85408.jpg,0.0974,8.77,False,gaming,synthetic,2026-05-14T05:17:16.752109,wear-out,0
synthetic_71901798a3d7,data\synthetic\ecommerce\synthetic_71901798a3d7.jpg,0.1936,17.42,False,ecommerce,synthetic,2026-05-14T05:17:16.947736,wear-out,0
synthetic_e5bb2b115712,data\synthetic\finance\synthetic_e5bb2b115712.jpg,0.0972,8.75,False,finance,synthetic,2026-05-14T05:17:16.972349,wear-out,0
synthetic_a3d265d69e82,data\synthetic\ecommerce\synthetic_a3d265d69e82.jpg,0.0883,7.95,False,ecommerce,synthetic,2026-05-14T05:17:16.993328,wear-out,0
synthetic_c3324afb3513,data\synthetic\ecommerce\synthetic_c3324afb3513.jpg,0.1339,12.05,False,ecommerce,synthetic,2026-05-14T05:17:17.019313,wear-out,0
synthetic_160ae4888b05,data\synthetic\finance\synthetic_160ae4888b05.jpg,0.2351,21.16,False,finance,synthetic,2026-05-14T05:17:17.187729,wear-out,0
synthetic_008c44836431,data\synthetic\gaming\synthetic_008c44836431.jpg,0.1862,16.76,False,gaming,synthetic,2026-05-14T05:17:17.213720,wear-out,0
synthetic_871144afa93d,data\synthetic\finance\synthetic_871144afa93d.jpg,0.0508,4.57,False,finance,synthetic,2026-05-14T05:17:17.285303,cut-out,0
synthetic_a6a042489fa9,data\synthetic\finance\synthetic_a6a042489fa9.jpg,0.0509,4.58,False,finance,synthetic,2026-05-14T05:17:17.312542,cut-out,0
synthetic_b5062771cc6f,data\synthetic\gaming\synthetic_b5062771cc6f.jpg,0.1678,15.1,False,gaming,synthetic,2026-05-14T05:17:17.347541,wear-out,0
synthetic_232b21ecdfa4,data\synthetic\ecommerce\synthetic_232b21ecdfa4.jpg,0.0879,7.91,False,ecommerce,synthetic,2026-05-14T05:17:17.433188,wear-out,0
synthetic_88174916d5ac,data\synthetic\finance\synthetic_88174916d5ac.jpg,0.1088,9.79,False,finance,synthetic,2026-05-14T05:17:17.542788,wear-out,0
synthetic_7191fefb578e,data\synthetic\ecommerce\synthetic_7191fefb578e.jpg,0.1817,16.35,False,ecommerce,synthetic,2026-05-14T05:17:17.635641,wear-out,0
synthetic_62e0314b3a29,data\synthetic\ecommerce\synthetic_62e0314b3a29.jpg,0.1198,10.78,False,ecommerce,synthetic,2026-05-14T05:17:17.822461,wear-out,0
synthetic_762f5f1ca6cb,data\synthetic\finance\synthetic_762f5f1ca6cb.jpg,0.0793,7.14,False,finance,synthetic,2026-05-14T05:17:17.912596,wear-out,0
synthetic_6d23b448697a,data\synthetic\finance\synthetic_6d23b448697a.jpg,0.1511,13.6,False,finance,synthetic,2026-05-14T05:17:17.964102,wear-out,0
synthetic_3349b02d07e4,data\synthetic\finance\synthetic_3349b02d07e4.jpg,0.1216,10.94,False,finance,synthetic,2026-05-14T05:17:18.158893,wear-out,0
synthetic_9557e08f1fce,data\synthetic\gaming\synthetic_9557e08f1fce.jpg,0.2498,22.48,False,gaming,synthetic,2026-05-14T05:17:18.192497,wear-out,0
synthetic_ddae385edd8b,data\synthetic\finance\synthetic_ddae385edd8b.jpg,0.0768,6.91,False,finance,synthetic,2026-05-14T05:17:18.377522,cut-out,0
synthetic_3ec4c11f30cb,data\synthetic\ecommerce\synthetic_3ec4c11f30cb.jpg,0.0398,3.58,False,ecommerce,synthetic,2026-05-14T05:17:18.403542,cut-out,0
synthetic_213fb9a92a04,data\synthetic\finance\synthetic_213fb9a92a04.jpg,0.1242,11.18,False,finance,synthetic,2026-05-14T05:17:18.547161,wear-out,0
synthetic_69f38b236ad9,data\synthetic\gaming\synthetic_69f38b236ad9.jpg,0.2097,18.87,False,gaming,synthetic,2026-05-14T05:17:18.578803,wear-out,0
synthetic_491d47ba8b95,data\synthetic\gaming\synthetic_491d47ba8b95.jpg,0.1104,9.94,False,gaming,synthetic,2026-05-14T05:17:18.610842,wear-out,0
synthetic_c3324a039ca8,data\synthetic\finance\synthetic_c3324a039ca8.jpg,0.2142,19.28,False,finance,synthetic,2026-05-14T05:17:18.650025,wear-out,0
synthetic_2df1dfe418f5,data\synthetic\ecommerce\synthetic_2df1dfe418f5.jpg,0.1211,10.9,False,ecommerce,synthetic,2026-05-14T05:17:18.848190,wear-out,0
synthetic_a19d516be8d3,data\synthetic\gaming\synthetic_a19d516be8d3.jpg,0.1891,17.02,False,gaming,synthetic,2026-05-14T05:17:18.882194,wear-out,0
synthetic_ac2a8549bd5a,data\synthetic\gaming\synthetic_ac2a8549bd5a.jpg,0.1317,11.85,False,gaming,synthetic,2026-05-14T05:17:18.928195,wear-out,0
apify_f91e8c3e495c,data\raw\ecommerce\apify_f91e8c3e495c.jpg,,,False,ecommerce,apify,2026-05-14T05:17:19.009565,wear-out,1
synthetic_ed4652316934,data\synthetic\ecommerce\synthetic_ed4652316934.jpg,0.097,8.73,False,ecommerce,synthetic,2026-05-14T05:17:19.045566,wear-out,0
synthetic_23e0f921018c,data\synthetic\gaming\synthetic_23e0f921018c.jpg,0.1261,11.35,False,gaming,synthetic,2026-05-14T05:17:19.095603,wear-out,0
synthetic_48234e8cd2e0,data\synthetic\ecommerce\synthetic_48234e8cd2e0.jpg,0.0361,3.25,False,ecommerce,synthetic,2026-05-14T05:17:19.123210,cut-out,0
synthetic_52267a5dc01d,data\synthetic\finance\synthetic_52267a5dc01d.jpg,0.1174,10.57,False,finance,synthetic,2026-05-14T05:17:19.176412,wear-out,0
synthetic_a6dbda333b91,data\synthetic\gaming\synthetic_a6dbda333b91.jpg,0.0982,8.84,False,gaming,synthetic,2026-05-14T05:17:19.202383,wear-out,0
synthetic_33e728fcaa7f,data\synthetic\finance\synthetic_33e728fcaa7f.jpg,0.128,11.52,False,finance,synthetic,2026-05-14T05:17:19.261420,wear-out,0
synthetic_d3e44e44d41d,data\synthetic\ecommerce\synthetic_d3e44e44d41d.jpg,0.101,9.09,False,ecommerce,synthetic,2026-05-14T05:17:19.416128,wear-out,0
synthetic_338cfc081a85,data\synthetic\finance\synthetic_338cfc081a85.jpg,0.0712,6.41,False,finance,synthetic,2026-05-14T05:17:19.522771,cut-out,0
synthetic_365a0e4b91ec,data\synthetic\ecommerce\synthetic_365a0e4b91ec.jpg,0.1006,9.05,False,ecommerce,synthetic,2026-05-14T05:17:19.565814,wear-out,0
synthetic_7314656b47ad,data\synthetic\finance\synthetic_7314656b47ad.jpg,0.0749,6.74,False,finance,synthetic,2026-05-14T05:17:19.613947,cut-out,0
synthetic_6883df3b6642,data\synthetic\finance\synthetic_6883df3b6642.jpg,0.112,10.08,False,finance,synthetic,2026-05-14T05:17:19.678721,wear-out,0
synthetic_6ec55a263573,data\synthetic\ecommerce\synthetic_6ec55a263573.jpg,0.15,13.5,False,ecommerce,synthetic,2026-05-14T05:17:19.805945,wear-out,0
synthetic_3f0a88b826e0,data\synthetic\gaming\synthetic_3f0a88b826e0.jpg,0.1359,12.23,False,gaming,synthetic,2026-05-14T05:17:19.834961,wear-out,0
synthetic_dfb04aacebee,data\synthetic\finance\synthetic_dfb04aacebee.jpg,0.0889,8.0,False,finance,synthetic,2026-05-14T05:17:19.859026,wear-out,0
synthetic_cd4d27a63adf,data\synthetic\ecommerce\synthetic_cd4d27a63adf.jpg,0.1028,9.25,False,ecommerce,synthetic,2026-05-14T05:17:19.978599,wear-out,0
synthetic_f0c6949f6db7,data\synthetic\ecommerce\synthetic_f0c6949f6db7.jpg,0.0799,7.19,False,ecommerce,synthetic,2026-05-14T05:17:20.074162,wear-out,0
synthetic_7aefd37e82f8,data\synthetic\ecommerce\synthetic_7aefd37e82f8.jpg,0.075,6.75,False,ecommerce,synthetic,2026-05-14T05:17:20.118781,cut-out,0
synthetic_d6e44204dc32,data\synthetic\ecommerce\synthetic_d6e44204dc32.jpg,0.0628,5.65,False,ecommerce,synthetic,2026-05-14T05:17:20.275592,cut-out,0
synthetic_c6758d1d1a11,data\synthetic\finance\synthetic_c6758d1d1a11.jpg,0.0676,6.08,False,finance,synthetic,2026-05-14T05:17:20.391573,cut-out,0
synthetic_601a0ea304c5,data\synthetic\gaming\synthetic_601a0ea304c5.jpg,0.1023,9.21,False,gaming,synthetic,2026-05-14T05:17:20.419563,wear-out,0
synthetic_522f8f3d0243,data\synthetic\finance\synthetic_522f8f3d0243.jpg,0.0984,8.86,False,finance,synthetic,2026-05-14T05:17:20.445599,wear-out,0
synthetic_a4d99fee0aea,data\synthetic\gaming\synthetic_a4d99fee0aea.jpg,0.0111,1.0,False,gaming,synthetic,2026-05-14T05:17:20.476241,cut-out,0
synthetic_d94cb4651257,data\synthetic\gaming\synthetic_d94cb4651257.jpg,0.0847,7.62,False,gaming,synthetic,2026-05-14T05:17:20.502171,wear-out,0
synthetic_7eb4b8ba0eee,data\synthetic\finance\synthetic_7eb4b8ba0eee.jpg,0.1943,17.49,False,finance,synthetic,2026-05-14T05:17:20.548200,wear-out,0
synthetic_dfa18c8bf8c6,data\synthetic\ecommerce\synthetic_dfa18c8bf8c6.jpg,0.1867,16.8,False,ecommerce,synthetic,2026-05-14T05:17:20.726120,wear-out,0
synthetic_826b2f722dd4,data\synthetic\gaming\synthetic_826b2f722dd4.jpg,0.1293,11.64,False,gaming,synthetic,2026-05-14T05:17:20.773809,wear-out,0
synthetic_20ced9e52f61,data\synthetic\ecommerce\synthetic_20ced9e52f61.jpg,0.1789,16.1,False,ecommerce,synthetic,2026-05-14T05:17:20.958647,wear-out,0
synthetic_2a87c992d3e6,data\synthetic\ecommerce\synthetic_2a87c992d3e6.jpg,0.1111,10.0,False,ecommerce,synthetic,2026-05-14T05:17:20.981304,wear-out,0
synthetic_42e5f74e91ed,data\synthetic\gaming\synthetic_42e5f74e91ed.jpg,0.1477,13.29,False,gaming,synthetic,2026-05-14T05:17:21.008303,wear-out,0
synthetic_c49d39d79971,data\synthetic\gaming\synthetic_c49d39d79971.jpg,0.0999,8.99,False,gaming,synthetic,2026-05-14T05:17:21.059309,wear-out,0
synthetic_c3b9baeb0111,data\synthetic\gaming\synthetic_c3b9baeb0111.jpg,0.2604,23.44,False,gaming,synthetic,2026-05-14T05:17:21.295330,wear-out,0
synthetic_12abe70993fa,data\synthetic\gaming\synthetic_12abe70993fa.jpg,0.1516,13.64,False,gaming,synthetic,2026-05-14T05:17:21.362126,wear-out,0
synthetic_ab5fba0110ad,data\synthetic\gaming\synthetic_ab5fba0110ad.jpg,0.2422,21.8,False,gaming,synthetic,2026-05-14T05:17:21.397689,wear-out,0
synthetic_531b2356a079,data\synthetic\gaming\synthetic_531b2356a079.jpg,0.234,21.06,False,gaming,synthetic,2026-05-14T05:17:21.459646,wear-out,0
synthetic_65d2b1c3053b,data\synthetic\gaming\synthetic_65d2b1c3053b.jpg,0.0111,1.0,False,gaming,synthetic,2026-05-14T05:17:21.492160,cut-out,0
synthetic_5facff5f47f9,data\synthetic\finance\synthetic_5facff5f47f9.jpg,0.0381,3.43,False,finance,synthetic,2026-05-14T05:17:21.612283,cut-out,0
apify_dd25e4b58999,data\raw\other\apify_dd25e4b58999.jpg,,,False,other,apify,2026-05-14T05:17:21.615313,wear-out,1
synthetic_5b7422f59c74,data\synthetic\finance\synthetic_5b7422f59c74.jpg,0.1164,10.48,False,finance,synthetic,2026-05-14T05:17:21.688914,wear-out,0
synthetic_8f976ac85831,data\synthetic\gaming\synthetic_8f976ac85831.jpg,0.2366,21.29,False,gaming,synthetic,2026-05-14T05:17:21.735879,wear-out,0
synthetic_49c38cfebdbc,data\synthetic\ecommerce\synthetic_49c38cfebdbc.jpg,0.1597,14.37,False,ecommerce,synthetic,2026-05-14T05:17:21.819399,wear-out,0
synthetic_5b4e6f005854,data\synthetic\finance\synthetic_5b4e6f005854.jpg,0.0666,5.99,False,finance,synthetic,2026-05-14T05:17:21.844398,cut-out,0
synthetic_17a7a5a47c1b,data\synthetic\ecommerce\synthetic_17a7a5a47c1b.jpg,0.1501,13.51,False,ecommerce,synthetic,2026-05-14T05:17:21.876723,wear-out,0
synthetic_f70550faf9c7,data\synthetic\finance\synthetic_f70550faf9c7.jpg,0.0614,5.53,False,finance,synthetic,2026-05-14T05:17:22.138806,cut-out,0
synthetic_06140b305cb5,data\synthetic\gaming\synthetic_06140b305cb5.jpg,0.1453,13.08,False,gaming,synthetic,2026-05-14T05:17:22.177366,wear-out,0
synthetic_0abcfa138450,data\synthetic\finance\synthetic_0abcfa138450.jpg,0.0632,5.69,False,finance,synthetic,2026-05-14T05:17:22.248626,cut-out,0
synthetic_074d14d8841a,data\synthetic\gaming\synthetic_074d14d8841a.jpg,0.1733,15.6,False,gaming,synthetic,2026-05-14T05:17:22.334444,wear-out,0
synthetic_912b2e905f98,data\synthetic\gaming\synthetic_912b2e905f98.jpg,0.1388,12.49,False,gaming,synthetic,2026-05-14T05:17:22.388070,wear-out,0
synthetic_9df2af67b43b,data\synthetic\finance\synthetic_9df2af67b43b.jpg,0.1177,10.59,False,finance,synthetic,2026-05-14T05:17:22.442072,wear-out,0
synthetic_49bec6ffe203,data\synthetic\gaming\synthetic_49bec6ffe203.jpg,0.1706,15.35,False,gaming,synthetic,2026-05-14T05:17:22.484610,wear-out,0
synthetic_ad001d044092,data\synthetic\ecommerce\synthetic_ad001d044092.jpg,0.1684,15.16,False,ecommerce,synthetic,2026-05-14T05:17:22.667682,wear-out,0
synthetic_2a1fac0556b9,data\synthetic\finance\synthetic_2a1fac0556b9.jpg,0.1751,15.76,False,finance,synthetic,2026-05-14T05:17:22.736715,wear-out,0
synthetic_5d88f239b230,data\synthetic\gaming\synthetic_5d88f239b230.jpg,0.0339,3.05,False,gaming,synthetic,2026-05-14T05:17:22.790333,cut-out,0
synthetic_2ff78d9afbfc,data\synthetic\gaming\synthetic_2ff78d9afbfc.jpg,0.0447,4.02,False,gaming,synthetic,2026-05-14T05:17:22.842292,cut-out,0
synthetic_89cd723b149f,data\synthetic\finance\synthetic_89cd723b149f.jpg,0.0687,6.18,False,finance,synthetic,2026-05-14T05:17:22.882832,cut-out,0
synthetic_fbfc99133302,data\synthetic\gaming\synthetic_fbfc99133302.jpg,0.0728,6.55,False,gaming,synthetic,2026-05-14T05:17:22.910205,cut-out,0
synthetic_f6b532d1167e,data\synthetic\ecommerce\synthetic_f6b532d1167e.jpg,0.0834,7.51,False,ecommerce,synthetic,2026-05-14T05:17:23.102500,wear-out,0
synthetic_4066782b277d,data\synthetic\ecommerce\synthetic_4066782b277d.jpg,0.0873,7.86,False,ecommerce,synthetic,2026-05-14T05:17:23.168601,wear-out,0
synthetic_60d64f2e5e44,data\synthetic\ecommerce\synthetic_60d64f2e5e44.jpg,0.1816,16.34,False,ecommerce,synthetic,2026-05-14T05:17:23.273146,wear-out,0
synthetic_00eb642cae7d,data\synthetic\finance\synthetic_00eb642cae7d.jpg,0.0487,4.38,False,finance,synthetic,2026-05-14T05:17:23.352704,cut-out,0
synthetic_d41cbb8be8aa,data\synthetic\finance\synthetic_d41cbb8be8aa.jpg,0.0913,8.22,False,finance,synthetic,2026-05-14T05:17:23.526784,wear-out,0
synthetic_566e6b43e18d,data\synthetic\finance\synthetic_566e6b43e18d.jpg,0.079,7.11,False,finance,synthetic,2026-05-14T05:17:23.634969,wear-out,0
synthetic_847a46e5b524,data\synthetic\ecommerce\synthetic_847a46e5b524.jpg,0.073,6.57,False,ecommerce,synthetic,2026-05-14T05:17:23.747588,cut-out,0
apify_a11a234ced88,data\raw\ecommerce\apify_a11a234ced88.jpg,,,False,ecommerce,apify,2026-05-14T05:17:23.856097,wear-out,1
synthetic_ac0e18d511ae,data\synthetic\ecommerce\synthetic_ac0e18d511ae.jpg,0.1836,16.52,False,ecommerce,synthetic,2026-05-14T05:17:23.922066,wear-out,0
synthetic_0f3883985836,data\synthetic\gaming\synthetic_0f3883985836.jpg,0.1443,12.99,False,gaming,synthetic,2026-05-14T05:17:23.946629,wear-out,0
synthetic_6696054b2ecd,data\synthetic\finance\synthetic_6696054b2ecd.jpg,0.1417,12.75,False,finance,synthetic,2026-05-14T05:17:23.972635,wear-out,0
synthetic_44a0521c0ed5,data\synthetic\gaming\synthetic_44a0521c0ed5.jpg,0.0912,8.21,False,gaming,synthetic,2026-05-14T05:17:24.033139,wear-out,0
synthetic_569f0c95a1f1,data\synthetic\gaming\synthetic_569f0c95a1f1.jpg,0.1424,12.82,False,gaming,synthetic,2026-05-14T05:17:24.063181,wear-out,0
synthetic_814bcc6c6b30,data\synthetic\ecommerce\synthetic_814bcc6c6b30.jpg,0.1428,12.85,False,ecommerce,synthetic,2026-05-14T05:17:24.117446,wear-out,0
synthetic_8d467293bc12,data\synthetic\gaming\synthetic_8d467293bc12.jpg,0.1652,14.87,False,gaming,synthetic,2026-05-14T05:17:24.146132,wear-out,0
synthetic_5611d6f4dacb,data\synthetic\gaming\synthetic_5611d6f4dacb.jpg,0.0763,6.87,False,gaming,synthetic,2026-05-14T05:17:24.172172,cut-out,0
synthetic_2a295ceade71,data\synthetic\gaming\synthetic_2a295ceade71.jpg,0.0604,5.44,False,gaming,synthetic,2026-05-14T05:17:24.244721,cut-out,0
synthetic_c53ea4530a15,data\synthetic\finance\synthetic_c53ea4530a15.jpg,0.2231,20.08,False,finance,synthetic,2026-05-14T05:17:24.288355,wear-out,0
synthetic_c3a67fecbcde,data\synthetic\finance\synthetic_c3a67fecbcde.jpg,0.1737,15.63,False,finance,synthetic,2026-05-14T05:17:24.353366,wear-out,0
synthetic_7ef1d5f9d278,data\synthetic\gaming\synthetic_7ef1d5f9d278.jpg,0.1369,12.32,False,gaming,synthetic,2026-05-14T05:17:24.391184,wear-out,0
synthetic_985a1188a6f1,data\synthetic\finance\synthetic_985a1188a6f1.jpg,0.0901,8.11,False,finance,synthetic,2026-05-14T05:17:24.512827,wear-out,0
synthetic_4765d4610b6b,data\synthetic\ecommerce\synthetic_4765d4610b6b.jpg,0.1431,12.88,False,ecommerce,synthetic,2026-05-14T05:17:24.706191,wear-out,0
synthetic_ce9fb2ab3710,data\synthetic\ecommerce\synthetic_ce9fb2ab3710.jpg,0.2477,22.29,False,ecommerce,synthetic,2026-05-14T05:17:24.853391,wear-out,0
synthetic_a4a2e93d75f9,data\synthetic\finance\synthetic_a4a2e93d75f9.jpg,0.121,10.89,False,finance,synthetic,2026-05-14T05:17:24.973724,wear-out,0
synthetic_c20e31ff092f,data\synthetic\gaming\synthetic_c20e31ff092f.jpg,0.117,10.53,False,gaming,synthetic,2026-05-14T05:17:25.043626,wear-out,0
synthetic_fdaec6810e49,data\synthetic\gaming\synthetic_fdaec6810e49.jpg,0.0716,6.44,False,gaming,synthetic,2026-05-14T05:17:25.074206,cut-out,0
synthetic_7dbe7b83758c,data\synthetic\finance\synthetic_7dbe7b83758c.jpg,0.1189,10.7,False,finance,synthetic,2026-05-14T05:17:25.096285,wear-out,0
synthetic_8fff4b2bf9de,data\synthetic\ecommerce\synthetic_8fff4b2bf9de.jpg,0.1174,10.57,False,ecommerce,synthetic,2026-05-14T05:17:25.122479,wear-out,0
synthetic_f52a6ecc24f6,data\synthetic\ecommerce\synthetic_f52a6ecc24f6.jpg,0.08,7.2,False,ecommerce,synthetic,2026-05-14T05:17:25.150689,wear-out,0
synthetic_90ed7af68336,data\synthetic\finance\synthetic_90ed7af68336.jpg,0.0796,7.16,False,finance,synthetic,2026-05-14T05:17:25.203376,wear-out,0
synthetic_4d354c946263,data\synthetic\ecommerce\synthetic_4d354c946263.jpg,0.1184,10.66,False,ecommerce,synthetic,2026-05-14T05:17:25.391553,wear-out,0
synthetic_ce3205ffab0e,data\synthetic\gaming\synthetic_ce3205ffab0e.jpg,0.107,9.63,False,gaming,synthetic,2026-05-14T05:17:25.419558,wear-out,0
synthetic_7df77ef11da3,data\synthetic\gaming\synthetic_7df77ef11da3.jpg,0.1291,11.62,False,gaming,synthetic,2026-05-14T05:17:25.452536,wear-out,0
